Id,Name,Age
Q33783,Nedo Nadi,37
Q33801,Ugo Pirro,19
Q33817,Edmund Hillary,21
Q33866,Theodore Roosevelt,21
Q33977,Jules Verne,25
Q33978,Robert Delaunay,37
Q33981,August Macke,27
Q34012,Marlon Brando,34
Q34013,Georges Seurat,22
Q34031,Allan Bé,30
Q34060,Yitzhak Rabin,15
Q34063,José Gaspar Rodríguez de Francia,15
Q34100,Basil Antevski,31
Q34105,Hosni Mubarak,31
Q34136,Vernon Orlando Bailey,33
Q34189,Pablo Neruda,40
Q34190,Henry Fielding,33
Q34211,Yasser Arafat,24
Q34286,Alexander Graham Bell,20
Q34296,Woodrow Wilson,34
Q34339,Mark W. Clark,14
Q34389,Whitney Houston,39
Q34391,Adelheid Popp,17
Q34408,Abdullah ibn Abdul-Muttalib,39
Q34417,Philip II of Spain,36
Q34418,Zayd ibn Harithah,21
Q34428,Philip II of France,38
Q34430,Edmond Boissier,19
Q34453,Boris Yeltsin,31
Q34464,Philip III of Spain,28
Q34474,Aleksandr Solzhenitsyn,24
Q34479,Hirohito,20
Q34481,Francesco Morosini,30
Q34503,Mehmed the Conqueror,28
Q34529,Bela Lugosi,14
Q34558,Alexander Wetmore,33
Q34576,Marko Končar,15
Q34597,James A. Garfield,25
Q34618,Gustave Courbet,26
Q34624,Giovanni Gabrieli,24
Q34626,William M. Mann,15
Q34628,Gotthold Ephraim Lessing,26
Q34649,Lucile Quarry Mann,38
Q34661,Gustav Klimt,37
Q34668,Louisa Margaret Dunkley,25
Q34670,Albert Camus,33
Q34681,William Shippen,33
Q34743,Rudyard Kipling,38
Q34752,Franz Rohr von Denta,22
Q34782,Natalie Clifford Barney,40
Q34787,Friedrich Engels,30
Q34836,Ulysses S. Grant,20
Q34851,Elizabeth Taylor,35
Q34877,Jeffrey Mass,21
Q34919,Elsie Eaves,34
Q34933,Eric Hobsbawm,23
Q34969,Benjamin Franklin,22
Q34970,D. H. Lawrence,31
Q34981,Isaac Asimov,29
Q34982,João Goulart,38
Q35041,William McKinley,16
Q35064,Agatha Christie,19
Q35149,Wilhelm Röntgen,27
Q35171,Grover Cleveland,40
Q35236,Herbert Hoover,26
Q35286,Warren G. Harding,35
Q35314,Nikita Khrushchev,35
Q35351,Rahim Moazzen Zadeh Ardabili,14
Q35405,Annabelle Lee,32
Q35410,Danilo Lekić,15
Q35448,Pyotr Krasnov,21
Q35498,Chester A. Arthur,26
Q35548,Paul Cézanne.,37
Q35610,Arthur Conan Doyle,26
Q35616,Edgar Alexander Mearns,25
Q35618,Alfred Aetheling,38
Q35648,William Howard Taft,16
Q35678,Benjamin Harrison,34
Q35686,Rutherford B. Hayes,26
Q35698,Konrad Emil Bloch,18
Q35703,Gertrude B. Elion,38
Q35733,Velimir Khlebnikov,39
Q35734,William Anderson Coffin,39
Q35802,Benedictus de Spinoza,32
Q35851,Bill Hicks,28
Q35892,Petar Drapšin,24
Q35900,Omar Khayyám,14
Q36006,Jocky Wilson,29
Q36014,Ho Chi Minh,23
Q36020,Su Shi,28
Q36023,Calvin Coolidge,35
Q36037,Ernest Tursunov,26
Q36105,Charles Bronson,24
Q36107,Muhammad Ali,20
Q36111,Mate Boban,18
Q36174,Charles II of Spain,34
Q36184,Bram Stoker,26
Q36185,Bill Tarmey,32
Q36226,Amber Rayne,15
Q36232,Angela Devi,34
Q36233,Václav Havel,30
Q36234,Charles III of Spain,19
Q36242,Robert le Danois,37
Q36245,Roger Boisjoly,23
Q36303,Thalis,28
Q36322,Jane Austen,19
Q36330,Giordano Bruno,26
Q36449,Giovanni di Giovanni,20
Q36450,Catherine II of Russia,35
Q36456,Hannibal,37
Q36472,Joseph R. Bumagin,23
Q36476,Denzil Ibbetson,40
Q36488,Guglielmo Marconi,21
Q36517,Francis Drake,40
Q36591,Vladimir Nabokov,32
Q36620,Tycho Brahe,17
Q36661,Henrik Ibsen,36
Q36724,Attila,21
Q36731,Svein Knutsson,40
Q36742,Ignacy Potocki,22
Q36760,David IV of Georgia,23
Q36771,Herman Heijermans,33
Q36788,Abd al-Malik ibn Marwan,19
Q36789,Henry Lee Lucas,20
Q36799,Emīlija Benjamiņa,19
Q36801,Władysław Gurowski,18
Q36804,Eazy-E,37
Q36813,Mikhail Pavlov,40
Q36843,Walter Gross,32
Q36878,Rasul Gamzatov,17
Q36951,Sándor Márai,38
Q36965,Ante Pavelić,38
Q36980,George Peppard,15
Q36981,Gustave Gillman,40
Q37001,Toshirō Mifune,32
Q37030,Thomas Mann,33
Q37060,José Saramago,34
Q37062,John VIII Palaiologos,25
Q37063,Andronikos III Palaiologos,17
Q37064,Alexander Fleming,14
Q37065,Alexios III Angelos,26
Q37067,Andronikos II Palaiologos,36
Q37069,Alexios IV Angelos,21
Q37070,John V Palaiologos,19
Q37072,John III Doukas Vatatzes,25
Q37074,John VII Palaiologos,17
Q37076,Alexios V Doukas,14
Q37078,Andronikos IV Palaiologos,27
Q37082,Theodore II Laskaris,22
Q37084,John VI Kantakouzenos,32
Q37086,Theodore I Laskaris,20
Q37088,John IV Laskaris,34
Q37092,Konstantinos Laskaris,31
Q37097,Manuel II Palaiologos,31
Q37098,Michael IX Palaiologos,24
Q37103,Florence Nightingale,31
Q37134,Frederick William III of Prussia,24
Q37135,Isaac II Angelos,30
Q37138,Alice Everett,23
Q37139,Bernt Anker,30
Q37142,Konstantinos XI Palaiologos,19
Q37151,Sun Tzu,25
Q37160,David Hume,33
Q37193,Robert Koch,24
Q37215,Mary Fergusson,22
Q37217,Fyodor Tyutchev,21
Q37223,Charles Lewis Gazin,33
Q37278,John Paul I,22
Q37327,Samuel Beckett,33
Q37388,Francis Bacon,22
Q37391,Robert Fournier-Sarlovèze,17
Q37463,Pierre Curie,28
Q37571,Jackson Pollock,32
Q37577,John Calvin,33
Q37610,David Ben-Gurion,19
Q37615,Luciano Pavarotti,18
Q37621,Thomas Hobbes,40
Q37652,Manuel de Escandón,38
Q37665,Walter McCreery,23
Q37677,Francisco Solano López,28
Q37679,Fulgencio Yegros,39
Q37693,Paul Gauguin,27
Q37731,Uthman ibn Affan,32
Q37753,Martin Moynihan,31
Q37767,T. S. Eliot,38
Q37772,Johannes Nielsen,16
Q37797,Jean de Madre,25
Q37800,Frederick Agnew Gill,21
Q37802,Frederick Freake,19
Q37970,Gregor Mendel,24
Q38082,Lewis Carroll,39
Q38118,"Mary Russell, Duchess of Bedford",25
Q38163,"Thomas Thynne, 2nd Viscount Weymouth",40
Q38193,Arthur Schopenhauer,28
Q38200,John Thynne,40
Q38203,Helen Keller,15
Q38253,Leroy Shield,40
Q38261,Paco Campos,36
Q38278,"Thomas Thynne, 1st Viscount Weymouth",25
Q38281,"Hastings Russell, 12th Duke of Bedford",33
Q38294,Justus Jonas,15
Q38302,Wolf Albach-Retty,25
Q38304,Ēriks Pētersons,22
Q38306,Alberts Šeibelis,33
Q38308,"Thomas Thynne, 1st Marquess of Bath",17
Q38337,Alexandre Dumas,37
Q38346,"Odo Russell, 1st Baron Ampthill",20
Q38354,Alexander Konstantinovich Benckendorff,26
Q38367,"Thomas Dewar, 1st Baron Dewar",24
Q38370,Henry VIII of England,15
Q38392,William Faulkner,20
Q38415,Ernie Pyle,14
Q38573,Walter Jens,20
Q38632,Tony Sbarbaro,27
Q38654,Walter Eucken,25
Q38658,Epifanio Fernández,35
Q38667,Ninel Kulagina,32
Q38670,Richard Corliss,20
Q38742,Eduardo Herrera Bueno,18
Q38757,Bertolt Brecht,32
Q38785,Mikhail Larionov,33
Q38786,Mathilde Fibiger,22
Q38795,José María Ortiz de Mendíbil,22
Q38804,Kim Yong-chun,29
Q38809,Franz von Rinecker,24
Q38873,Lou Andreas-Salomé,38
Q38993,Joseph Werbrouck,26
Q39008,Theodor von Heldreich,14
Q39016,Joe Benjamin,38
Q39051,Clarence Kingsbury,20
Q39053,Ernest Payne,19
Q39057,Ramon Humbert,33
Q39124,Hugo Rasmussen,38
Q39159,André Cluysenaar,27
Q39168,"Harold Alexander, 1st Earl Alexander of Tunis",28
Q39191,Matthew Kavukatt,36
Q39212,John Steinbeck,38
Q39246,Richard Feynman,32
Q39282,Johann Ignaz Walter,35
Q39301,Wilfried Dietrich,38
Q39309,Xu Liangying,39
Q39319,Jean Françaix,22
Q39343,Tomita Yoshirō,14
Q39378,Radovan Zogović,24
Q39387,Newton Cannon,31
Q39419,Allene Ray,18
Q39459,John Carroll,30
Q39524,Gamal Abdel Nasser,27
Q39525,Claus Luthe,38
Q39576,Ptolemy II Philadelphus,18
Q39595,Ptolemy IV Philopator,23
Q39599,Christiaan Huygens,24
Q39602,Ptolemy III Euergetes,15
Q39607,Antoine-Laurent de Lavoisier,34
Q39619,Alī ibn Abī Ṭālib,28
Q39626,Harry C. Oberholser,37
Q39637,Nicolas Appert,24
Q39658,Carl Peter Thunberg,31
Q39691,Johann Ludwig Burckhardt,16
Q39789,Daniel Solander,27
Q39931,Pierre-Auguste Renoir,29
Q39938,Ptolemy XIII Theos Philopator,36
Q39940,"Andrew Cunningham, 1st Viscount Cunningham of Hyndhope",31
Q39952,Ptolemy VI,17
Q39957,Ptolemy V Epiphanes,30
Q39962,Berenice I of Egypt,29
Q39963,Park Kyung-ni,20
Q39972,Ed Lauter,36
Q39978,Nostradameus,34
Q39991,Ptolemy XII Auletes,23
Q39996,Ptolemy XI Alexander II,23
Q40003,Cleopatra III of Egypt,16
Q40010,Berenice II,35
Q40013,Arsinoe IV of Egypt,20
Q40017,Ptolemy XIV of Egypt,40
Q40020,Cleopatra VI of Egypt,27
Q40022,Berenice IV of Egypt,15
Q40023,Cleopatra IV of Egypt,15
Q40027,Cleopatra Selene of Egypt and Syria,26
Q40058,Cleopatra Selene II,21
Q40061,Emma of Normandy,21
Q40070,Takashi Shimura,14
Q40099,Otto Schultze,32
Q40101,Hashim Jalilul Alam Aqamaddin of Brunei,14
Q40105,Omar Ali Saifuddin I of Brunei,16
Q40107,Omar Ali Saifuddin II of Brunei,29
Q40110,Muhammad Jamalul Alam II,28
Q40111,Ahmad Tajuddin of Brunei,19
Q40116,Nadar,19
Q40150,Willem Claesz. Heda,37
Q40197,Lillian Moller Gilbreth,40
Q40213,William Butler Yeats,37
Q40222,Kate Gleason,35
Q40224,Karl Benz,28
Q40234,Arsinoe II,24
Q40242,Cleopatra V or VI of Egypt,36
Q40247,Cleopatra II of Egypt,17
Q40252,Cleopatra I Syra,33
Q40258,Arsinoe III of Egypt,32
Q40289,Adele Goldstine,14
Q40299,Nelsan Ellis,37
Q40315,Clifford Edmund Bosworth,32
Q40319,Henry Gray,32
Q40353,Friedrich Seipelt,34
Q40356,Joseph Deniker,21
Q40387,José María Oriol,20
Q40390,Abdul Momin of Brunei,32
Q40399,Jakob Dugandžić,38
Q40401,Zvonimir Kavurić,20
Q40421,Miroslav Dvořák,16
Q40433,"Albert, Duke in Prussia",32
Q40441,Bienvenido Oliver y Esteller,37
Q40475,Joan Crawford,28
Q40482,Konstantin Rokossovsky,32
Q40484,Charles Winslow,22
Q40501,Raúl Valerio,38
Q40512,Omar Ali Saifuddien III of Brunei,26
Q40513,Gustav Killian,21
Q40519,"José Carrillo de Albornoz, 1st Duke of Montemar",23
Q40522,Caspar Wolf,34
Q40531,John Wayne,16
Q40572,Heath Ledger,21
Q40579,Abdurrahim El-Keib,23
Q40599,Édouard Manet,24
Q40640,Ray Bradbury,16
Q40645,Ludwig Berger,38
Q40646,Géza von Bolváry,16
Q40647,Albert Frederick,33
Q40662,John the Baptist,36
Q40670,Henryk Ehrlich,31
Q40701,Joseph Strick,26
Q40746,"John Sigismund, Elector of Brandenburg",24
Q40756,Michel Ney,33
Q40787,Nicholas II of Russia,29
Q40823,Giovanni Benedetto Castiglione,16
Q40826,Knut Hamsun,38
Q40852,Edward Jenner,39
Q40874,Doris Lessing,35
Q40904,Werner Heisenberg,28
Q40909,Virginia Woolf,16
Q40912,Frank Sinatra,20
Q40933,Eva Perón,25
Q40946,Daniel Defoe,35
Q41034,Julie Adams,40
Q41042,Harold Pinter,25
Q41117,Kim Il-sung,34
Q41129,Germán Valdés,34
Q41130,Jorge Ibargüengoitia,35
Q41131,Melvin Frank,36
Q41136,Arthur Penn,16
Q41166,Jonathan Swift,23
Q41223,Boris Pasternak,23
Q41239,Konstantin Eduardovich Tsiolkovskii,39
Q41257,Heinrich Rudolf Hertz,16
Q41264,Johannes Vermeer,24
Q41269,Henri Becquerel,35
Q41284,John Dalton,34
Q41309,Franz Liszt,23
Q41314,Bobby Fischer,32
Q41337,Don Juan of Persia,23
Q41342,Mary Tyler Moore,19
Q41378,Charles Stark Draper,20
Q41380,"Robert I, Duke of Normandy",26
Q41381,Richard III,32
Q41390,Kurt Gödel,20
Q41402,Gilbert Stuart,29
Q41404,Boris Stechkin,15
Q41406,Edvard Munch,22
Q41408,Federico García Lorca,18
Q41411,Sandford Fleming,26
Q41414,Ludwik Tyszkiewicz,30
Q41418,Petras Jonaitis Mangirdaitis,31
Q41437,Stanisław Antoni Szczuka,22
Q41441,Hans Haas,39
Q41457,Pauline Gower,14
Q41476,Hans Driesch,17
Q41485,Eugène Charles Catalan,27
Q41495,Sarah Guppy,18
Q41502,Henryk Sienkiewicz,18
Q41508,Ludwig Mies van der Rohe,31
Q41513,William Blake,36
Q41514,Mstislav I of Kyiv,15
Q41518,Fernand Carton,21
Q41523,Plutarch,19
Q41528,Arlene Harris,39
Q41530,George Newbold Lawrence,18
Q41532,Carl Jung,24
Q41539,Caroline Haslett,21
Q41546,Arthur Cleveland Bent,37
Q41554,Nicolas Poussin,30
Q41555,Jacques Offenbach,18
Q41556,Yamamoto Gonnohyōe,37
Q41566,Grace Raymond Hebard,40
Q41568,Michel de Montaigne,24
Q41570,Hua Guofeng,22
Q41580,Axel Munthe,34
Q41582,Beulah Louise Henry,36
Q41585,David Hilbert,35
Q41589,Beatrice Hicks,35
Q41590,Mircea Eliade,35
Q41592,Basil I,28
Q41600,Alexios I Komnenos,15
Q41603,John I Tzimiskes,22
Q41605,Konstantinos IV,14
Q41608,Konstantinos VII,29
Q41610,Manuel I Komnenos,20
Q41615,Konstantinos III,15
Q41617,Liu Xiaobo,21
Q41618,Leo VI the Wise,21
Q41619,Verena Holmes,16
Q41620,Anastasios II,17
Q41622,Michael III,14
Q41625,Nikephoros II Phokas,23
Q41627,Ida Henrietta Hyde,39
Q41628,John II Komnenos,28
Q41635,Konstantinos V,38
Q41640,Michael II,15
Q41641,Leo V the Armenian,40
Q41643,Isaac I Komnenos,31
Q41645,Leo IV the Khazar,24
Q41646,Romanos I Lekapenos,30
Q41652,Michael I Rangabe,30
Q41654,Michael IV the Paphlagonian,34
Q41656,Amanda Jones,29
Q41657,Romanos III Argyros,33
Q41659,Zoe Porphyrogenita,20
Q41660,Konstantinos X Doukas,19
Q41661,Konstantinos VI,18
Q41663,Konstantinos VIII,32
Q41666,Theodora,25
Q41671,Zeno Colò,16
Q41681,Michael VI Bringas,18
Q41688,Hendrik Lorentz,17
Q41689,Nikephoros III Botaneiates,19
Q41718,Emiliano Zapata,27
Q41747,Larev Aleksandr Konstantinovich,29
Q41749,Joseph Goebbels,22
Q41787,Yuri Bogdanovich,16
Q41792,Harry Haslam,14
Q41793,Arthur Leighton,27
Q41798,Leslie Hammond,33
Q41802,Joseph Altman,39
Q41830,Andronikos I Komnenos,24
Q41833,Basil II,19
Q41834,Romanos IV Diogenes,27
Q41836,Theodosios III,14
Q41838,Michael V Kalaphates,21
Q41847,Romanos II,25
Q41849,Alexios II Komnenos,18
Q41852,Heraclius,37
Q41864,Sigurd Snake-in-the-Eye,29
Q41866,Justinian I,25
Q41871,Paul Newman,18
Q41919,"George Frederick, Margrave of Brandenburg-Ansbach",15
Q41920,Hew Fraser,32
Q41921,Rosa Parks,36
Q41973,Ulrik Huber,18
Q42013,Anwar Sadat,32
Q42021,Justinian II,21
Q42028,Donald Rooum,27
Q42034,Khadija bint Khuwaylid,29
Q42063,Xuanzang,36
Q42107,Majolus of Cluny,18
Q42122,Tomas Tranströmer,32
Q42156,Henri Bergson,19
Q42180,Israel Kamakawiwoʻole,38
Q42181,Peter Berke,16
Q42188,Abel Tasman,17
Q42207,Caravaggio,40
Q42247,Sully Prudhomme,39
Q42299,Bernhard Riemann,29
Q42305,Richard I of England,17
Q42323,Pius XI,22
Q42398,Mikhail Sholokhov,14
Q42443,Anatole France,19
Q42511,H. G. Wells,31
Q42544,Thomas More,14
Q42552,Wisława Szymborska,39
Q42596,Frédéric Mistral,15
Q42671,Frank Gorshin,22
Q42717,Arnold von Winkelried,15
Q42745,Rita Hayworth,32
Q42747,Heinrich Böll,30
Q42775,Johnny Cash,22
Q42786,Audrey Hepburn,20
Q42827,Gregory I,36
Q42831,Ivan Turgenev,24
Q42838,Leif Erikson,29
Q42985,Ivan Pavlov,31
Q42992,Golda Meir,15
Q43027,Edwin Hubble,16
Q43063,Archduke Franz Ferdinand,24
Q43067,Heinrich Himmler,39
Q43082,Charles II of Navarre,27
Q43166,Paul Zech,14
Q43174,Defendente Ferrari,39
Q43227,James Hilton,36
Q43247,Ingrid Bergman,29
Q43258,Enrique González Martínez,25
Q43270,Pieter Brueghel the Elder,34
Q43273,Jean-Étienne Guettard,33
Q43303,Malcolm X,19
Q43326,Lars-Erik Berenett,35
Q43333,Léopold Gernaey,21
Q43334,John Pritchard,16
Q43357,Gabriel Roucaute,32
Q43358,Joseph Ranquet,16
Q43360,Alfred de Rauch,32
Q43362,Léonhard Quaglia,21
Q43364,Charles Berthézenne,19
Q43372,Gilberte Roca,26
Q43393,Robert Boyle,38
Q43419,Maria Josefa Canellada,23
Q43440,Giosuè Carducci,27
Q43444,Gustave Flaubert,36
Q43461,Heinrich Vogtherr,25
Q43466,Ludwik Hirszfeld,30
Q43476,Amedeo Avogadro,18
Q43499,Erasmus,36
Q43522,Antonie van Leeuwenhoek,28
Q43523,Gerhart Hauptmann,32
Q43527,Sitting Bull,17
Q43564,Bernard V of Lippe,38
Q43568,José Benito Villafañe,14
Q43570,Manuel José Gómez Rufino,15
Q43600,Matthew the Apostle,26
Q43615,Patrick Francis Sheehan,27
Q43633,Allan Schulman,39
Q43654,Nikolaos of Otranto,34
Q43655,Taras Vintsiuk,26
Q43669,Thomas the Apostle,25
Q43675,Philip the Apostle,27
Q43689,Ambrose,16
Q43706,John Chrysostom,28
Q43715,Vlad Tepes,18
Q43718,Nikolai Gogol,32
Q43720,Pius IX,34
Q43727,Leo XII,34
Q43734,Gregory XVI,35
Q43736,Yasunari Kawabata,40
Q43739,Pius X,14
Q43746,Bonaventure,24
Q43763,Wolfgang Völz,20
Q43765,Eugen Fischer,21
Q43768,Heinz Zemanek,28
Q43771,Joseph Lateiner,37
Q43774,Gustl Bayrhammer,14
Q43775,Black Hawk,26
Q43782,Franz Boehm,22
Q43785,Heinrich Georg Erbshäuser,17
Q43790,Konrad Dreher,31
Q43791,Ludwig Gruber,17
Q43795,Friedl Brehm,40
Q43799,Johann Baptist Moser,31
Q43800,Reimmichl,20
Q43804,Hans Hauenstein,36
Q43805,Peter Steiner,38
Q43808,Emil Vierlinger,37
Q43810,Roider Jackl,16
Q43814,Ludwig von Mussinan,24
Q43823,Adolf Gondrell,34
Q43830,Franz Xaver Krenkl,25
Q43831,Max Grießer,20
Q43832,Sepp Parzinger,16
Q43834,Clementina de Jesus,25
Q43844,Simon Konrad Landersdorfer,25
Q43847,Hans Steyrer,37
Q43855,Bence Szabolcsi,24
Q43856,Fatty George,29
Q43858,Gusztáv Oláh,18
Q43861,Ödön Kerpel-Fronius,33
Q43866,Carl Merz,26
Q43869,Hans Roth,39
Q43871,Johann Grill,38
Q43873,Johann Pinggera,33
Q43883,George Tobias,17
Q43885,Michael Heigl,16
Q43887,Slaven Zambata,39
Q43890,Norbert Gastell,40
Q43892,Anton von Henle,32
Q43895,"Henry Thynne, 3rd Marquess of Bath",23
Q43897,Karl Obermayr,19
Q43901,Jakob Geis,40
Q43902,"John Thynne, 4th Marquess of Bath",19
Q43903,Peter Paul Morandell,34
Q43904,Georg Eder,18
Q43915,Otto I the Great,16
Q43917,Eduard Buchner,38
Q43920,Macarius of Egypt,36
Q43922,Leo XIII,35
Q43936,William of Ockham,14
Q43939,Anselm of Canterbury,28
Q43942,"Thomas Thynne, 2nd Marquess of Bath",38
Q43948,Joseph von Fraunhofer,25
Q43954,Leo I,29
Q43958,El Cid Campeador,30
Q43961,Hedwig of Saxony,33
Q43974,Louis the Pious,21
Q43989,Grigori Rasputin,19
Q43997,Gerhard von Zezschwitz,20
Q44003,Theodor Herzl,24
Q44007,Paul Klee,28
Q44011,Gregory of Nazianzus,38
Q44015,John the Apostle,16
Q44018,Odd Klingenberg,25
Q44020,Matthias,36
Q44024,Athanasios of Alexandria,23
Q44032,Egon Schiele,31
Q44033,Alan Davie,26
Q44039,Ludwig II of Bavaria,16
Q44054,Franz Marc,20
Q44061,Wassily Leontief,29
Q44067,Reinaldo Gorno,23
Q44071,Yuri Andropov,24
Q44079,Cyril of Alexandria,40
Q44086,Carl Orff,37
Q44091,Saint Dominic,16
Q44105,Philipp von Ferrary,32
Q44119,François de Chabaud-Latour,20
Q44122,Django Reinhardt,35
Q44126,István Sándorfi,15
Q44132,Stefanos Dragoumis,28
Q44135,Jimmy Carter,31
Q44139,Georges Petit,38
Q44170,Ignatius of Antioch,35
Q44183,William Golding,30
Q44197,Maximilien Robespierre JUL EST GRAND,20
Q44200,Billy the Kid,17
Q44205,Helmuth von Moltke the Elder,18
Q44248,Jerome,37
Q44252,Max Klinger,31
Q44258,Basil of Caesarea,32
Q44265,Benedict of Nursia,33
Q44272,Michel Foucault,34
Q44274,Jörg Haider,20
Q44279,Oliver Cromwell,39
Q44281,Ignatius of Loyola,35
Q44284,Diederik Jansz. Graeff,29
Q44286,Rudolf Mössbauer,21
Q44290,Mihai Antonescu,33
Q44292,Chris Benoit,40
Q44301,Jim Morrison,14
Q44315,Hide,22
Q44318,Heinrich Gustav Magnus,24
Q44319,Maximilian I Joseph of Bavaria,31
Q44323,Adolf Loos,37
Q44328,Karl Kraus,36
Q44331,Arthur Schnitzler,40
Q44335,Keith Campbell,36
Q44336,Thomas Bernhard,30
Q44343,Marcello Tegalliano,25
Q44344,Hilary of Poitiers,36
Q44361,Ludwig I of Bavaria,21
Q44368,André the Giant,21
Q44369,Georg Fürst,38
Q44374,Eddie Guerrero,14
Q44385,Walther von der Vogelweide,37
Q44386,Leontios,40
Q44387,Darius I of Persia,27
Q44393,Ludwig III of Bavaria,17
Q44398,Falco,16
Q44400,Courtney Hodges,39
Q44403,Heinrich Heine,26
Q44407,Ronald Golias,21
Q44412,Hans Christian Ørsted,17
Q44426,Rainer Werner Fassbinder,21
Q44431,蕭伯遊,37
Q44446,Andreas Markusson,22
Q44456,Eloy Gutiérrez Menoyo,25
Q44481,Pierre-Simon Laplace,28
Q44483,Alexander Ivanovich Oparin,17
Q44490,John Henry Newman,24
Q44496,Andrei Chikatilo,30
Q44515,Claude Pinoteau,28
Q44517,Bruno Kreisky,28
Q44519,Selma Lagerlöf,24
Q44520,Anne Brontë,30
Q44529,Leonardo Favio,19
Q44530,Maximilian II of Bavaria,32
Q44534,Tiziano Terzani,23
Q44540,Oskar Maria Graf,17
Q44556,Jack Unterweger,14
Q44570,John Lee Hooker,31
Q44575,Eduardo Galeano,20
Q44580,Richard Sorge,27
Q44589,Josef Frings,25
Q44593,V. S. Naipaul,18
Q44594,Ernst Otto Fischer,40
Q44597,Feodor Felix Konrad Lynen,37
Q44599,"Edward Thurlow, 1st Baron Thurlow",34
Q44600,Kaspar Hauser,20
Q44601,Francesco Guicciardini,18
Q44616,Wyatt Earp,18
Q44620,Franz Josef Strauß,24
Q44621,Rasmus Rasmussen Wieland,15
Q44624,Peter Canisius,20
Q44634,Nico,19
Q44645,Benjamin Thompson,19
Q44647,Otfried Preußler,29
Q44652,Christian Morgenstern,39
Q44653,Malcolm Young,36
Q44677,Wild Bill Hickok,36
Q44691,Henri Marie Ducrotay de Blainville,24
Q44695,Konstantin Simonov,37
Q44704,Lev Berg,27
Q44706,Michael Hastings,35
Q44723,Tilman Riemenschneider,20
Q44726,Roger Etchegaray,23
Q44736,Vicco von Bülow,33
Q44741,Francisco Pizarro,28
Q44767,Joe Zawinul,16
Q44775,Ernst Jandl,37
Q44780,Howlin' Wolf,15
Q44785,"Luitpold, Prince Regent of Bavaria",30
Q44794,Pope Alexandros of Alexandria,29
Q44801,Peter Alexander,23
Q44809,Albert King,28
Q44813,Anne Beate Rosenkrantz,21
Q44822,Henry Gunther,15
Q44825,Otto of Bavaria,40
Q44833,J.J. Cale,32
Q44836,Eric Berne,24
Q44838,Martin Behaim,27
Q44839,Carl Amery,22
Q44847,D. T. Suzuki,19
Q44851,Miguel Torga,31
Q44862,Johann Nestroy,31
Q44872,Romano Guardini,22
Q44875,Balthasar Walther,33
Q44882,Godfried Danneels,39
Q44893,"Rupprecht, Crown Prince of Bavaria",29
Q44905,Pietro Gasparri,21
Q44907,José Mariano de Conceição Vellozo,32
Q44909,Candye Kane,22
Q44911,Joseph Maria Olbrich,16
Q44922,Judith Sargent Murray,33
Q44927,Joseph Lanner,26
Q44940,Yuri Rytkheu,27
Q44943,Hans Weigel,27
Q44947,Rupert of Salzburg,32
Q44961,"Charles Theodore, Elector of Bavaria",25
Q44968,Robert Lowie,14
Q44972,Peter Altenberg,29
Q44978,Theodora,23
Q44987,Doc Holliday,25
Q44990,Georg von Frundsberg,30
Q44993,Max Joseph von Pettenkofer,18
Q45001,Blind Lemon Jefferson,17
Q45006,Franz Stuck,19
Q45008,Marvin Lee Wilson,33
Q45011,Aarno Ruusuvuori,14
Q45015,Ángel Suquía Goicoechea,29
Q45017,Israel Isserlein,19
Q45019,Karl Lehmann,16
Q45025,Ferdinand Raimund,29
Q45043,José Policarpo,19
Q45049,Georg Sterzinsky,21
Q45055,Koloman Moser,37
Q45060,Joseph Höffner,33
Q45061,Nikolai Voronin,35
Q45065,Benjamin I. Schwartz,40
Q45066,Joachim Meisner,28
Q45070,Christoph Schlingensief,21
Q45075,Sebastian Kneipp,26
Q45081,Hermann Gmeiner,24
Q45087,Cyril of Turaw,25
Q45091,Attila Zoller,37
Q45095,Robert Stolz,32
Q45096,William Yarrell,25
Q45099,Marcel Riesz,34
Q45105,Oswald von Wolkenstein,29
Q45111,John R. Neill,14
Q45112,Johann Grueber,28
Q45113,Moses Schönfinkel,26
Q45120,Josephus Nicolaus Laurenti,27
Q45121,Ferenc Faludi,32
Q45124,Hamza Hakimzade Niyazi,26
Q45125,Kitarō Nishida,30
Q45129,Julius Döpfner,35
Q45135,Jakob Hutter,34
Q45141,Friedrich Wilhelm Raiffeisen,33
Q45144,Carmine Crocco,30
Q45149,Josef Uridil,34
Q45153,Franziskus von Bettinger,33
Q45154,Harald G. Petersson,20
Q45157,Paul Cornu,15
Q45160,Michael von Faulhaber,26
Q45161,Friedrich Robert Helmert,40
Q45167,Phil Masinga,40
Q45169,Carlo Tagliavini,14
Q45174,Parveen Shakir,24
Q45179,Pierre Jaccoud,25
Q45185,Eusebio Kino,19
Q45193,António Ribeiro,32
Q45195,"Albrecht, Duke of Bavaria",20
Q45205,Raoul Dufy,14
Q45210,Joseph Freinademetz,15
Q45213,Anton Karas,18
Q45214,Maurice de Hirsch,27
Q45223,Roberto Lippi,27
Q45233,Helmut Qualtinger,27
Q45236,Shaaban Robert,15
Q45243,Franz Jägerstätter,22
Q45245,Joachim Heinrich Campe,38
Q45250,H. C. Artmann,18
Q45253,Shinji Sōmai,27
Q45255,Karl Valentin,20
Q45258,Alfred Kolleritsch,37
Q45260,Hans Kohlhase,25
Q45261,Ya'qub ibn al-Layth al-Saffar,29
Q45275,Georg Kreisler,37
